date;hs_code;shipper_name;std_unit;std_quantity;value_fob_usd;items_number;source_port;source_country;destination_port;destination_country
08/06/2022;87042321;hayley dicki;KGS;1;65496.38;1;DEATZ;Germany;JOZAR;Jordan
16/06/2022;87042319;drew schamberger;KGS;1;69826.86;1;DEAAH;Germany;JOAQJ;Jordan
15/06/2022;87042313;brandy considine;KGS;1;71992.10;1;ITADP;Italy;AEAAN;United Arab Emirates
09/06/2022;87042311;emmy emard;KGS;1;67584.60;1;ITANN;Italy;JOMPQ;Jordan
26/06/2022;87042311;miles hermiston;KGS;1;71136.27;1;BEAAT;Belgium;AEQIW;United Arab Emirates
05/06/2022;87042311;sofia cassin;KGS;1;68448.98;1;BEBCN;Belgium;JOAMM;Jordan
22/06/2022;87042321;maiya hettinger;KGS;1;64589.20;1;ITARE;Italy;JOZAR;Jordan
19/06/2022;87042329;conor bogisich;KGS;1;65000.00;1;DEANS;Germany;AEMKH;United Arab Emirates
23/06/2022;87042329;annabell goodwin;KGS;1;69741.28;1;BEABC;Belgium;JOQIR;Jordan
25/06/2022;87042320;chelsie grady;KGS;1;67978.28;1;DEALN;Germany;JOAQJ;Jordan
17/06/2022;87042321;emerald grady;KGS;1;69210.66;1;ITAPA;Italy;JOAQB;Jordan
03/06/2022;87042313;claudie paucek;KGS;1;67687.29;1;DEABE;Germany;JOQIR;Jordan
01/06/2022;87042321;mable schuster;KGS;1;66985.52;1;DEAIC;Germany;JOAQJ;Jordan
07/06/2022;87042320;otis hirthe;KGS;1;67986.83;1;BEAIS;Belgium;AEMZD;United Arab Emirates
07/06/2022;87042313;francesca upton;KGS;1;64974.33;1;DEAPW;Germany;AEABU;United Arab Emirates
14/06/2022;87042329;fanny grady;KGS;1;66249.51;1;BEADI;Belgium;JOZAR;Jordan
08/06/2022;87042313;dion king;KGS;1;71752.47;1;BEAST;Belgium;JOAMM;Jordan
03/06/2022;87042323;raymond mayer;KGS;1;66309.41;1;BEBAL;Belgium;JOQIR;Jordan
28/06/2022;87042311;reina bins;KGS;1;66001.32;1;BEBAR;Belgium;AEJEA;United Arab Emirates
29/06/2022;87042321;rowland hammes;KGS;1;66129.69;1;BEAVL;Belgium;JOAQB;Jordan
12/06/2022;87042313;branson rath;KGS;1;67302.17;1;BEBDI;Belgium;AEDBP;United Arab Emirates
06/06/2022;87042319;kaelyn willms;KGS;1;64991.44;1;ITARZ;Italy;JOAMM;Jordan
27/06/2022;87042329;xavier baumbach;KGS;1;65564.85;1;BEASP;Belgium;JOZAR;Jordan
19/06/2022;87042322;jody rogahn;KGS;1;65205.40;1;DEADF;Germany;AEDXB;United Arab Emirates
17/06/2022;87042329;cade moen;KGS;1;64940.09;1;DEABS;Germany;AEFMZ;United Arab Emirates
07/06/2022;87042313;verona jast;KGS;1;71974.98;1;DEASD;Germany;AEDXB;United Arab Emirates
11/06/2022;87042319;dandre willms;KGS;1;70734.04;1;BEBEL;Belgium;AEHAM;United Arab Emirates
17/06/2022;87042319;giovani feest;KGS;1;72531.27;1;BEACE;Belgium;JOQIR;Jordan
06/06/2022;87042319;dee wisozk;KGS;1;70425.94;1;BEAMY;Belgium;AEAMU;United Arab Emirates
01/06/2022;87042310;harold hudson;KGS;1;66754.44;1;BEAGE;Belgium;AEMAS;United Arab Emirates
15/06/2022;87042329;georgianna olson;KGS;1;69210.66;1;DEALZ;Germany;AEKLF;United Arab Emirates
19/06/2022;87042311;fredy welch;KGS;1;68680.05;1;ITALB;Italy;JOAMM;Jordan
26/06/2022;87042329;simone wilkinson;KGS;1;68217.91;1;DEASC;Germany;AEKHA;United Arab Emirates
29/06/2022;87042319;laverna parker;KGS;1;72137.59;1;BEAVE;Belgium;AEABU;United Arab Emirates
24/06/2022;87042310;elinore nolan;KGS;1;64486.50;1;DEALM;Germany;JOZAR;Jordan
06/06/2022;87042320;jessica roberts;KGS;1;72129.03;1;DEABK;Germany;AEQIW;United Arab Emirates
10/06/2022;87042329;zetta macgyver;KGS;1;71538.51;1;BEADK;Belgium;AEULR;United Arab Emirates
19/06/2022;87042321;ruthe pollich;KGS;1;68765.64;1;DEALP;Germany;JOAQJ;Jordan
25/06/2022;87042323;arno schuster;KGS;1;68337.72;1;ITANO;Italy;JOQIR;Jordan
20/06/2022;87042310;watson jerde;KGS;1;72736.67;1;BEACH;Belgium;AEPRA;United Arab Emirates
03/06/2022;87042310;candido ebert;KGS;1;66728.77;1;ITANO;Italy;AEMKH;United Arab Emirates
20/06/2022;87042313;celia white;KGS;1;67404.87;1;ITACS;Italy;AEPRA;United Arab Emirates
02/06/2022;87042319;caterina johns;KGS;1;69775.51;1;BEABR;Belgium;JOAQB;Jordan
19/06/2022;87042310;aurelia adams;KGS;1;72428.57;1;DEAHD;Germany;JOAMM;Jordan
23/06/2022;87042323;jermey marvin;KGS;1;69330.48;1;BEANB;Belgium;AEJEA;United Arab Emirates
02/06/2022;87042320;marian fadel;KGS;1;67096.77;1;ITANN;Italy;AEQIW;United Arab Emirates
12/06/2022;87042311;brian feeney;KGS;1;69732.72;1;DEASA;Germany;JOQIR;Jordan
12/06/2022;87042323;shayna stroman;KGS;1;67499.01;1;ITATX;Italy;AEZUR;United Arab Emirates
23/06/2022;87042311;sydnee terry;KGS;1;70023.70;1;ITAST;Italy;AEAUH;United Arab Emirates
13/06/2022;87042319;guiseppe dickens;KGS;1;66386.44;1;BEBBX;Belgium;JOAQB;Jordan
10/06/2022;87042313;myrtis mueller;KGS;1;66412.11;1;BEABR;Belgium;AEKLF;United Arab Emirates
20/06/2022;87042321;chester fadel;KGS;1;67653.06;1;BEAKN;Belgium;JOQIR;Jordan
25/06/2022;87042313;ashlynn mckenzie;KGS;1;68868.33;1;BEASB;Belgium;JOQIR;Jordan
14/06/2022;87042329;lelah altenwerth;KGS;1;72206.06;1;BEAES;Belgium;JOZAR;Jordan
24/06/2022;87042321;kianna spencer;KGS;1;67918.37;1;DEAAR;Germany;AEJEA;United Arab Emirates
27/06/2022;87042321;theresia kuphal;KGS;1;71726.79;1;ITAGI;Italy;AEKHA;United Arab Emirates
03/06/2022;87042321;lennie grady;KGS;1;65496.38;1;BEANH;Belgium;JOAMM;Jordan
02/06/2022;87042319;carlo hyatt;KGS;1;72206.06;1;ITARE;Italy;JOMPQ;Jordan
01/06/2022;87042320;jennyfer hamill;KGS;1;64837.39;1;ITALE;Italy;JOAQB;Jordan
29/06/2022;87042329;sigrid brekke;KGS;1;72248.85;1;ITAVN;Italy;AEULR;United Arab Emirates
18/06/2022;87042319;karen reichert;KGS;1;71076.37;1;DEANZ;Germany;JOAQJ;Jordan
01/06/2022;87042311;ricardo denesik;KGS;1;72462.80;1;BEBAV;Belgium;AEAJM;United Arab Emirates
10/06/2022;87042319;alfonzo littel;KGS;1;64888.74;1;ITAGB;Italy;AEQIW;United Arab Emirates
21/06/2022;87042321;braden casper;KGS;1;70494.40;1;ITALO;Italy;JOMPQ;Jordan
27/06/2022;87042322;magdalen zieme;KGS;1;68423.30;1;BEADI;Belgium;JOAMM;Jordan
19/06/2022;87042313;violette walker;KGS;1;65821.59;1;ITARC;Italy;JOQIR;Jordan
28/06/2022;87042321;stevie kohler;KGS;1;68688.61;1;BEBBX;Belgium;JOAQB;Jordan
23/06/2022;87042323;joannie lind;KGS;1;71829.49;1;ITALI;Italy;JOMPQ;Jordan
08/06/2022;87042322;karolann larson;KGS;1;68055.30;1;ITAON;Italy;JOZAR;Jordan
29/06/2022;87042323;briana stiedemann;KGS;1;67952.60;1;ITARQ;Italy;AEMBS;United Arab Emirates
20/06/2022;87042310;jerad o'kon;KGS;1;67413.43;1;ITAFF;Italy;AEDUY;United Arab Emirates
04/06/2022;87042311;martina weber;KGS;1;67464.78;1;DEAMM;Germany;JOZAR;Jordan
03/06/2022;87042319;domenico reichel;KGS;1;71427.25;1;BEASR;Belgium;AEMKH;United Arab Emirates
03/06/2022;87042310;hudson lemke;KGS;1;68448.98;1;BEABO;Belgium;AEMAS;United Arab Emirates
29/06/2022;87042329;alvis senger;KGS;1;68988.15;1;ITAGL;Italy;JOMPQ;Jordan
13/06/2022;87042311;tabitha steuber;KGS;1;66574.72;1;DEAGB;Germany;JOAMM;Jordan
06/06/2022;87042311;marjory breitenberg;KGS;1;64409.48;i;ITAGR;Italy;AEDAS;United Arab Emirates
17/06/2022;87042310;casper brown;KGS;1;69262.01;1;ITAON;Italy;JOQIR;Jordan
29/06/2022;87042319;webster terry;KGS;1;68457.54;1;ITAGL;Italy;AEPRA;United Arab Emirates
23/06/2022;87042322;alene reinger;KGS;1;67344.96;1;DEASU;Germany;JOZAR;Jordan
16/06/2022;87042321;alexandrea hessel;KGS;1;70502.96;1;BEBAN;Belgium;AEMKH;United Arab Emirates
12/06/2022;87042321;genevieve mclaughlin;KGS;1;71949.31;1;BEASB;Belgium;AEMUB;United Arab Emirates
23/06/2022;87042322;keeley bartell;KGS;1;68243.58;1;ITAFF;Italy;AEDHF;United Arab Emirates
08/06/2022;87042323;lauren kub;KGS;1;68508.89;1;DEAER;Germany;AEAAN;United Arab Emirates
03/06/2022;87042311;aubree walsh;KGS;1;69142.20;1;BEABY;Belgium;JOQIR;Jordan
13/06/2022;87042321;bertrand crooks;KGS;1;71273.21;1;ITAGB;Italy;AEMZD;United Arab Emirates
19/06/2022;87042319;sylvia bashirian;KGS;1;70699.80;1;BEBDH;Belgium;JOAQB;Jordan
28/06/2022;87042311;tad legros;KGS;1;70451.61;1;ITALA;Italy;JOAMM;Jordan
04/06/2022;87042322;lorena keeling;KGS;1;66078.34;1;DEAMM;Germany;JOMPQ;Jordan
01/06/2022;87042320;donavon graham;KGS;1;69518.76;1;DEABH;Germany;JOAMM;Jordan
22/06/2022;87042310;brett monahan;KGS;1;65145.49;1;ITALE;Italy;AENHD;United Arab Emirates
20/06/2022;87042313;alessia schneider;KGS;1;68466.10;1;BEABO;Belgium;JOZAR;Jordan
03/06/2022;87042321;ewell torp;KGS;1;67524.69;1;BEAME;Belgium;JOAQJ;Jordan
15/06/2022;87042323;reese gleason;KGS;1;70263.33;1;ITATO;Italy;AEJEA;United Arab Emirates
19/06/2022;87042329;oma nikolaus;KGS;1;65573.40;1;BEBAX;Belgium;JOQIR;Jordan
09/06/2022;87042311;earl kassulke;KGS;1;67584.60;1;BEAAT;Belgium;AEZUR;United Arab Emirates
04/06/2022;87042319;ethel lehner;KGS;1;64418.04;1;ITADP;Italy;JOAMM;Jordan
27/06/2022;87042310;nigel lueilwitz;KGS;1;71726.79;1;DEAAH;Germany;AEAAN;United Arab Emirates
13/06/2022;87042321;arne mann;KGS;1;66223.83;1;DEAKT;Germany;AEAAN;United Arab Emirates
28/06/2022;87042321;yoshiko vonrueden;KGS;1;69672.81;1;BEAUB;Belgium;AEJEA;United Arab Emirates
11/06/2022;87042313;sabryna botsford;KGS;1;67721.53;1;ITAGB;Italy;JOAMM;Jordan
17/06/2022;87042310;rigoberto cummerata;KGS;1;72642.53;1;BEASS;Belgium;JOAQB;Jordan
07/06/2022;87042320;georgianna hermann;KGS;1;71752.47;1;ITADR;Italy;AEMSA;United Arab Emirates
05/06/2022;87042319;alek cummerata;KGS;1;67165.24;1;DEAAS;Germany;JOZAR;Jordan
29/06/2022;87042319;schuyler bogan;KGS;1;68448.98;1;ITAGL;Italy;AEDUY;United Arab Emirates
09/06/2022;87042310;jovanny krajcik;KGS;1;72274.52;1;DEAFF;Germany;AEAAN;United Arab Emirates
16/06/2022;87042322;maribel rosenbaum;KGS;1;72651.09;1;ITARA;Italy;AEMZD;United Arab Emirates
07/06/2022;87042329;leonel brekke;KGS;1;70246.21;1;BEAVR;Belgium;AEARZ;United Arab Emirates
09/06/2022;87042311;sigmund huel;KGS;1;70177.75;1;DEAMS;Germany;JOAMM;Jordan
21/06/2022;87042311;pink berge;KGS;1;71675.44;1;DEAAL;Germany;AERKT;United Arab Emirates
09/06/2022;87042322;twila mckenzie;KGS;1;68791.31;1;ITAVN;Italy;JOAMM;Jordan
18/06/2022;87042322;anderson parisian;KGS;1;68680.05;1;BEANE;Belgium;AEAMU;United Arab Emirates
21/06/2022;87042321;durward lehner;KGS;1;71615.54;1;DEACT;Germany;JOQIR;Jordan
26/06/2022;87042329;dante thompson;KGS;1;69107.97;1;ITAFF;Italy;JOAQB;Jordan
09/06/2022;87042310;antonietta fadel;KGS;1;65881.50;1;DEALN;Germany;JOAQJ;Jordan
21/06/2022;87042329;jamie fay;KGS;1;69321.92;1;DEAIC;Germany;JOZAR;Jordan
28/06/2022;87042329;wiley emard;KGS;1;66052.67;1;BEABO;Belgium;JOZAR;Jordan
17/06/2022;87042329;hilbert quigley;KGS;1;69604.34;1;ITANN;Italy;AEDHF;United Arab Emirates
15/06/2022;87042329;stephanie jakubowski;KGS;1;69099.41;i;BEAHE;Belgium;AEAAN;United Arab Emirates
28/06/2022;87042320;tristian fahey;KGS;1;70323.24;1;ITANN;Italy;AENHD;United Arab Emirates
14/06/2022;87042320;opal murphy;KGS;1;65599.08;1;BEBAN;Belgium;JOAQB;Jordan
01/06/2022;87042310;madisen hoppe;KGS;1;72334.43;1;ITAHO;Italy;AEAMU;United Arab Emirates
19/06/2022;87042313;isabel collier;KGS;1;72171.82;1;DEAND;Germany;JOAMM;Jordan
01/06/2022;87042329;korey mills;KGS;1;66163.92;1;ITAUG;Italy;JOAQJ;Jordan
05/06/2022;87042310;rupert dietrich;KGS;1;66763.00;1;BEBDE;Belgium;JOMPQ;Jordan
27/06/2022;87042319;jimmie mohr;KGS;1;72060.57;1;ITASA;Italy;AEAJM;United Arab Emirates
16/06/2022;87042322;mikel macejkovic;KGS;1;66386.44;1;ITADE;Italy;AEKHA;United Arab Emirates
28/06/2022;87042329;itzel bradtke;KGS;1;66711.65;1;BEAPL;Belgium;AEJYH;United Arab Emirates
08/06/2022;87042320;jack hamill;KGS;1;65727.45;1;ITASM;Italy;JOMPQ;Jordan
01/06/2022;87042322;yasmeen gleason;KGS;1;71684.00;1;DEAHD;Germany;AEDUY;United Arab Emirates
13/06/2022;87042313;mable herman;KGS;1;66754.44;1;ITALC;Italy;JOAQJ;Jordan
21/06/2022;87042323;lee wiza;KGS;1;68380.51;1;ITAGR;Italy;JOAQB;Jordan
23/06/2022;87042319;marianne simonis;KGS;1;70169.19;1;DEAOR;Germany;JOMPQ;Jordan
02/06/2022;87042319;mertie carroll;KGS;1;67019.75;1;BEAVR;Belgium;AEMSA;United Arab Emirates
03/06/2022;87042320;leta swift;KGS;1;65564.85;1;BEAZM;Belgium;AEDUY;United Arab Emirates
07/06/2022;87042311;jessica hammes;KGS;1;68945.36;1;DEAFT;Germany;AEIND;United Arab Emirates
02/06/2022;87042322;bennett reilly;KGS;1;68252.14;1;DEATZ;Germany;AEDAS;United Arab Emirates
26/06/2022;87042323;kristofer wunsch;KGS;1;66976.96;1;BEAAS;Belgium;JOAQB;Jordan
08/06/2022;87042320;winston douglas;KGS;1;67849.90;1;BEAVR;Belgium;AEAMU;United Arab Emirates
18/06/2022;87042311;glenna thiel;KGS;1;66078.34;1;BEAFF;Belgium;AEDHF;United Arab Emirates
23/06/2022;87042311;cindy moore;KGS;1;66181.04;1;DEALM;Germany;JOAMM;Jordan
15/06/2022;87042311;lou kovacek;KGS;1;68534.56;1;ITACC;Italy;JOAQB;Jordan
29/06/2022;87042322;gudrun bahringer;KGS;1;66745.89;1;ITASO;Italy;AESHJ;United Arab Emirates
25/06/2022;87042321;sienna wyman;KGS;1;69116.52;1;ITACI;Italy;AEJEA;United Arab Emirates
25/06/2022;87042321;delphine green;KGS;1;71333.11;1;DEANN;Germany;AEFAT;United Arab Emirates
02/06/2022;87042311;caden labadie;KGS;1;68414.75;1;BEAWS;Belgium;JOAQJ;Jordan
05/06/2022;87042323;hilton cassin;KGS;1;64563.53;1;BEABO;Belgium;AEFAT;United Arab Emirates
10/06/2022;87042313;verla osinski;KGS;1;64709.02;1;BEAFN;Belgium;JOAQB;Jordan
12/06/2022;87042323;okey wintheiser;KGS;1;71666.89;1;ITARQ;Italy;JOAQB;Jordan
24/06/2022;87042329;jaden stanton;KGS;1;72685.32;1;ITALD;Italy;JOAQJ;Jordan
14/06/2022;87042320;molly beatty;KGS;1;69578.67;1;BEAST;Belgium;JOAQB;Jordan
06/06/2022;87042322;hal barton;KGS;1;70451.61;1;DEASN;Germany;AEKHA;United Arab Emirates
17/06/2022;87042311;christiana conn;KGS;1;70939.43;1;ITALA;Italy;JOAMM;Jordan
22/06/2022;87042311;emerson o'hara;KGS;1;70485.85;1;DEANS;Germany;JOQIR;Jordan
15/06/2022;87042329;roel larkin;KGS;1;69467.41;1;ITAZZ;Italy;JOAQB;Jordan
27/06/2022;87042310;magnus pacocha;KGS;1;69262.01;1;DEAFT;Germany;AEHAM;United Arab Emirates
19/06/2022;87042320;jacklyn collins;KGS;1;65770.24;1;DEAOR;Germany;AEULR;United Arab Emirates
03/06/2022;87042310;alexys runte;KGS;1;70845.29;1;DEACT;Germany;AEHAM;United Arab Emirates
18/06/2022;87042329;kathleen vandervort;KGS;1;67387.76;1;BEAKN;Belgium;AEIND;United Arab Emirates
16/06/2022;87042313;luella mcclure;KGS;1;72334.43;1;BEAGT;Belgium;AEQIW;United Arab Emirates
22/06/2022;87042320;dallas daugherty;KGS;1;70913.76;1;BEAAS;Belgium;JOAMM;Jordan
23/06/2022;87042329;neha mante;KGS;1;70947.99;1;ITAPO;Italy;JOMPQ;Jordan
06/06/2022;87042322;tiffany bergstrom;KGS;1;65949.97;1;DEAMS;Germany;AEQIW;United Arab Emirates
21/06/2022;87042320;sedrick hoeger;KGS;1;67490.45;1;ITARI;Italy;AEZUR;United Arab Emirates
06/06/2022;87042321;elroy blick;KGS;1;69544.44;1;BEAES;Belgium;AERKT;United Arab Emirates
19/06/2022;87042311;juwan fisher;KGS;1;70691.24;1;BEARO;Belgium;AEDUY;United Arab Emirates
16/06/2022;87042313;brianne pouros;KGS;1;69527.32;1;DEARS;Germany;AEKHA;United Arab Emirates
25/06/2022;87042310;della thiel;KGS;1;66181.04;1;BEAMO;Belgium;JOQIR;Jordan
07/06/2022;87042313;jackeline cartwright;KGS;1;68448.98;1;ITASN;Italy;AEAAN;United Arab Emirates
03/06/2022;87042329;lavada bartoletti;KGS;1;68825.54;1;ITAVO;Italy;AEFMZ;United Arab Emirates
12/06/2022;87042310;lilian oberbrunner;KGS;1;67721.53;1;ITASI;Italy;AEIND;United Arab Emirates
07/06/2022;87042329;abdullah towne;KGS;1;68158.00;1;ITAVI;Italy;JOAQB;Jordan
12/06/2022;87042321;timmothy davis;KGS;1;65881.50;1;BEBAR;Belgium;JOAQJ;Jordan
30/06/2022;87042321;willow dicki;KGS;1;70571.43;1;ITAKD;Italy;JOAQB;Jordan
20/06/2022;87042322;uriel tremblay;KGS;1;66138.25;1;BEANS;Belgium;JOQIR;Jordan
11/06/2022;87042323;rachelle huels;KGS;1;65119.82;1;ITAKD;Italy;AESHJ;United Arab Emirates
03/06/2022;87042313;gabriel lynch;KGS;1;71572.75;1;ITAMA;Italy;JOAMM;Jordan
13/06/2022;87042311;carolyne huels;KGS;1;66044.11;1;ITASN;Italy;JOAQB;Jordan
10/06/2022;87042323;mathilde spencer;KGS;1;67516.13;1;ITABG;Italy;JOAQB;Jordan
19/06/2022;87042313;tyrell zulauf;KGS;1;64777.49;1;DEANN;Germany;AEMSA;United Arab Emirates
12/06/2022;87042313;madonna nikolaus;KGS;1;67653.06;1;BEBAS;Belgium;AESHJ;United Arab Emirates
30/06/2022;87042321;haylie stark;KGS;1;65658.99;1;BEBDH;Belgium;AERUW;United Arab Emirates
17/06/2022;87042322;brad hilpert;KGS;1;69980.91;1;ITASM;Italy;JOZAR;Jordan
20/06/2022;87042329;ruth harvey;KGS;1;70811.06;1;BEAEL;Belgium;JOZAR;Jordan
27/06/2022;87042313;jayson hartmann;KGS;1;72420.01;1;BEASS;Belgium;AEDAS;United Arab Emirates
07/06/2022;87042320;paris connelly;KGS;1;65958.53;1;BEABK;Belgium;AESHJ;United Arab Emirates
14/06/2022;87042322;jaycee hand;KGS;1;65419.35;1;ITARI;Italy;JOAQB;Jordan
29/06/2022;87042322;chase ankunding;KGS;1;71316.00;1;ITACR;Italy;AEAMU;United Arab Emirates
02/06/2022;87042310;roscoe dietrich;KGS;1;64195.52;1;DEAHA;Germany;JOAQJ;Jordan
13/06/2022;87042321;shaylee crist;KGS;1;70571.43;1;BEACE;Belgium;AEDBP;United Arab Emirates
03/06/2022;87042322;carmella greenfelder;KGS;1;67772.88;1;DEABT;Germany;JOQIR;Jordan
06/06/2022;87042313;chyna schowalter;KGS;1;64435.15;1;ITACA;Italy;AEMUB;United Arab Emirates
08/06/2022;87042311;ricardo schuppe;KGS;1;69672.81;1;BEAVS;Belgium;AEFJR;United Arab Emirates
29/06/2022;87042310;marquise jacobs;KGS;1;69304.81;1;ITAVI;Italy;JOQIR;Jordan
06/06/2022;87042319;isabell wilderman;KGS;1;64794.60;1;DEAHA;Germany;AEDAS;United Arab Emirates
28/06/2022;87042319;freida green;KGS;1;70134.96;1;ITALC;Italy;AEARZ;United Arab Emirates
23/06/2022;87042323;payton lebsack;KGS;1;72719.55;1;DEABC;Germany;AEAAN;United Arab Emirates
04/06/2022;87042322;shirley zieme;KGS;1;65282.42;1;ITACA;Italy;JOAQB;Jordan
04/06/2022;87042321;glen gottlieb;KGS;1;67593.15;1;ITAVL;Italy;JOAMM;Jordan
17/06/2022;87042320;rachel okuneva;KGS;1;69749.84;1;BEAFN;Belgium;AEZUR;United Arab Emirates
09/06/2022;87042313;asha ullrich;KGS;1;66429.23;1;ITAPA;Italy;JOMPQ;Jordan
20/06/2022;87042321;kiara walter;KGS;1;70811.06;1;DEANZ;Germany;JOMPQ;Jordan
22/06/2022;87042323;milan cronin;KGS;1;66788.68;1;BEAEL;Belgium;JOAQB;Jordan
08/06/2022;87042323;mia wiegand;KGS;1;68209.35;1;ITARN;Italy;AEAJM;United Arab Emirates
17/06/2022;87042322;zander kemmer;KGS;1;64743.25;1;DEATG;Germany;JOZAR;Jordan
26/06/2022;87042313;gage beier;KGS;1;69210.66;1;BEAIS;Belgium;JOAQB;Jordan
20/06/2022;87042310;araceli kuphal;KGS;1;72616.85;1;ITAMA;Italy;JOAQJ;Jordan
23/06/2022;87042321;asia shanahan;KGS;1;70648.45;1;BEAND;Belgium;AEARZ;United Arab Emirates
19/06/2022;87042322;xavier rowe;KGS;1;69159.32;1;BEASS;Belgium;AEMBS;United Arab Emirates
21/06/2022;87042323;makenna hagenes;KGS;1;72377.22;1;DEABF;Germany;AEFAT;United Arab Emirates
17/06/2022;87042310;cleve yundt;KGS;1;72351.55;1;BEASR;Belgium;AEQIW;United Arab Emirates
10/06/2022;87042321;sabrina mills;KGS;1;72377.22;1;DEALS;Germany;AEDAS;United Arab Emirates
15/06/2022;87042310;cordia mohr;KGS;1;68235.02;1;BEASR;Belgium;AEMBS;United Arab Emirates
06/06/2022;87042310;manuel zulauf;KGS;1;66146.81;1;DEARH;Germany;AERUW;United Arab Emirates
10/06/2022;87042310;heather considine;KGS;1;64563.53;1;DEADN;Germany;AEMKH;United Arab Emirates
06/06/2022;87042321;genevieve hirthe;KGS;1;65333.77;1;DEALD;Germany;JOMPQ;Jordan
28/06/2022;87042320;antonina dicki;KGS;1;64315.34;1;ITAKD;Italy;JOAQJ;Jordan
15/06/2022;87042319;tamia auer;KGS;1;71427.25;1;ITALB;Italy;AEMAS;United Arab Emirates
02/06/2022;87042320;magnolia ruecker;KGS;1;69664.25;1;ITAVA;Italy;JOAMM;Jordan
08/06/2022;87042319;retta tremblay;KGS;1;72616.85;1;BEATH;Belgium;JOMPQ;Jordan
08/06/2022;87042311;aida gorczany;KGS;1;65479.26;1;BEANR;Belgium;AERKT;United Arab Emirates
22/06/2022;87042323;kamren barton;KGS;1;69664.25;1;DEAMK;Germany;JOQIR;Jordan
04/06/2022;87042323;georgianna weber;KGS;1;67173.80;1;ITANA;Italy;JOAQJ;Jordan
25/06/2022;87042329;corrine jaskolski;KGS;1;70528.64;1;BEAFN;Belgium;AEAJM;United Arab Emirates
07/06/2022;87042329;juliet nienow;KGS;1;69843.98;1;DEANK;Germany;JOAQB;Jordan
11/06/2022;87042323;jairo keeling;KGS;1;66018.43;1;DEALG;Germany;JOMPQ;Jordan
24/06/2022;87042313;matilda halvorson;KGS;1;70716.92;1;BEAVS;Belgium;JOAQJ;Jordan
24/06/2022;87042329;kenyatta kessler;KGS;1;69433.18;1;ITALD;Italy;AEDHF;United Arab Emirates
08/06/2022;87042319;alphonso rogahn;KGS;1;71059.25;1;DEAMU;Germany;AEHAM;United Arab Emirates
13/06/2022;87042323;mara yost;KGS;1;69527.32;1;ITACC;Italy;AEJEA;United Arab Emirates
16/06/2022;87042313;danika ullrich;KGS;1;71410.14;1;ITANN;Italy;JOMPQ;Jordan
20/06/2022;87042329;raina gerhold;KGS;1;68534.56;1;BEAGE;Belgium;AEIND;United Arab Emirates
18/06/2022;87042319;madie bins;KGS;1;70117.84;1;DEASS;Germany;AERKT;United Arab Emirates
16/06/2022;87042321;joany little;KGS;1;70075.05;1;ITARE;Italy;JOAQJ;Jordan
24/06/2022;87042322;michelle reichert;KGS;1;65136.93;1;BEBCN;Belgium;JOAQB;Jordan
10/06/2022;87042319;rebecca ruecker;KGS;1;67995.39;1;DEALN;Germany;JOAQJ;Jordan
28/06/2022;87042319;marietta kuphal;KGS;1;70597.10;1;DEALK;Germany;AEDHF;United Arab Emirates
17/06/2022;87042321;michele feest;KGS;1;69826.86;1;DEASG;Germany;AEDXB;United Arab Emirates
19/06/2022;87042313;aurore schoen;KGS;1;71778.14;1;BEBCS;Belgium;JOAQJ;Jordan
07/06/2022;87042313;prince watsica;KGS;1;72428.57;1;BEAYW;Belgium;JOAQB;Jordan
17/06/2022;87042319;luella cassin;KGS;1;65830.15;1;ITAPZ;Italy;JOMPQ;Jordan
26/06/2022;87042310;antonette kihn;KGS;1;67302.17;1;BEAVL;Belgium;AEJYH;United Arab Emirates
17/06/2022;87042329;velda rau;KGS;1;70674.13;1;BEAMY;Belgium;JOQIR;Jordan
16/06/2022;87042329;priscilla kertzmann;KGS;1;67139.57;1;DEAKT;Germany;AEDBP;United Arab Emirates
27/06/2022;87042313;carmine schmitt;KGS;1;70716.92;1;ITARS;Italy;JOZAR;Jordan
16/06/2022;87042322;winfield gislason;KGS;1;64820.28;1;DEASC;Germany;JOAQJ;Jordan
12/06/2022;87042321;cyrus larson;KGS;1;67208.03;1;DEARG;Germany;AEDBP;United Arab Emirates
22/06/2022;87042313;oliver waters;KGS;1;65855.83;1;ITASM;Italy;AEIND;United Arab Emirates
20/06/2022;87042313;emmitt kuhic;KGS;1;71529.95;1;ITAVO;Italy;JOAQJ;Jordan
